ngram,distance,timestamp,corpus,tokens,mfw_min_grid,mfw_max_grid,n_mfw_used,mean_ari_hclust,median_ari_hclust,sd_ari_hclust,mean_ari_kmeans,median_ari_kmeans,sd_ari_kmeans
2,eder,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.3480625733368119,0.36931479176194654,0.043586961244056366,0.3178758673168448,0.3264175768363192,0.05096164098381353
2,argamon,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.3340218801908497,0.3431372549019608,0.06220588838234129,0.320240604488798,0.3320752126291513,0.04999708429865244
2,delta,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.3106661731296767,0.324107233746064,0.05623014331413801,0.30622899262042513,0.31537658816216196,0.03852000117400449
2,euclidean,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.26731384200547503,0.28276527083030456,0.04880414029979523,0.25948960015171074,0.2527781791637394,0.03333720296101238
3,cosine,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.17230618828944366,0.15701425083849527,0.07869831001041384,0.18361630892786093,0.19114814208272152,0.06139913450397305
3,canberra,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.13111408712445807,0.13591160220994475,0.07126203098697212,0.12655161845348506,0.13591160220994475,0.0721419358727244
4,simple,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.029338126258443495,0.02298172299705263,0.017279486106473906,0.042031542723946255,0.03150673959310708,0.02479572706260698
4,delta,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.02870202496746927,0.027933388055827877,0.014603155790372037,0.04004339353465606,0.037802891892357034,0.020276604552107443
4,argamon,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.026764704026592978,0.02282991093536794,0.017195232007241622,0.028708250909237103,0.026854447904173052,0.016623645712133
3,argamon,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.02316061885440839,0.024059547408614303,0.009367812267284543,0.034502400474247095,0.032357842135169554,0.009587763846307636
4,eder,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.018316154729667643,0.014162667330118055,0.008993512720631158,0.029886041756866,0.03182449908569082,0.011276925377644999
3,simple,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.017566099847997063,0.01706298098500152,0.006781111163569049,0.01582809772048442,0.015061709869827813,0.007991672293690763
3,delta,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.01716541940144206,0.016172262819945132,0.005760391924646404,0.02299345497017477,0.022361219551204126,0.009224092018941123
3,eder,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.015406982029778823,0.0156890412933359,0.00513192095211435,0.016482169251666158,0.014709803219152748,0.009062096395888964
4,euclidean,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.014783414420668505,0.011894958916805955,0.00885324585517311,0.018723894799560405,0.018342246631931958,0.01508429016317234
3,euclidean,2025-09-14 22:31:40,data/interim/fixed_8000_balanced_exact_20250914_213413/chunks,560000,100,800,8,0.012939496240833912,0.009743889099931442,0.007937011285307384,0.014948748228936364,0.013818060068774634,0.013550589541174135
